,block_id,episode,reward,avg_reward,reliability,mse
0,0,0,220.0,267.1666666666667,"[0.18039005994796753, 0.1759718656539917, 0.22693656384944916, 0.1759718656539917, 0.24072962999343872]","[0.09259149432182312, 0.3297930955886841, 0.033677637577056885, 0.32719337940216064, 0.007205556612461805]"
1,0,1,280.0,267.1666666666667,"[0.1782877892255783, 0.1782877892255783, 0.23267656564712524, 0.1782877892255783, 0.23246006667613983]","[0.2242022603750229, 0.22307786345481873, 0.0006828251061961055, 0.20076808333396912, 1.6188204554623553e-08]"
2,0,2,355.0,267.1666666666667,"[0.18735967576503754, 0.18735967576503754, 0.21440169215202332, 0.19606053829193115, 0.21481844782829285]","[0.23335476219654083, 0.03668728098273277, 6.529991514980793e-05, 0.015539580956101418, 1.1142685663045881e-09]"
3,0,3,190.0,267.1666666666667,"[0.20165160298347473, 0.177397221326828, 0.26615673303604126, 0.177397221326828, 0.177397221326828]","[0.08718241751194, 0.39563852548599243, 0.00833812728524208, 0.2100428193807602, 0.24629394710063934]"
4,0,4,280.0,267.1666666666667,"[0.1782877892255783, 0.1782877892255783, 0.23267656564712524, 0.1782877892255783, 0.23246006667613983]","[0.2242022603750229, 0.22307786345481873, 0.0006828251061961055, 0.20076808333396912, 1.6188204554623553e-08]"
5,0,5,220.0,267.1666666666667,"[0.18039005994796753, 0.1759718656539917, 0.22693656384944916, 0.1759718656539917, 0.24072962999343872]","[0.09259149432182312, 0.3297930955886841, 0.033677637577056885, 0.32719337940216064, 0.007205556612461805]"
6,0,6,235.0,267.1666666666667,"[0.18453149497509003, 0.18453149497509003, 0.21164698898792267, 0.20682407915592194, 0.21246591210365295]","[0.25265470147132874, 0.10452909767627716, 0.0006690519512630999, 0.0035971018951386213, 1.6101238120569406e-09]"
7,0,7,190.0,267.1666666666667,"[0.20165160298347473, 0.177397221326828, 0.26615673303604126, 0.177397221326828, 0.177397221326828]","[0.08718241751194, 0.39563852548599243, 0.00833812728524208, 0.2100428193807602, 0.24629394710063934]"
8,0,8,190.0,267.1666666666667,"[0.20165160298347473, 0.177397221326828, 0.26615673303604126, 0.177397221326828, 0.177397221326828]","[0.08718241751194, 0.39563852548599243, 0.00833812728524208, 0.2100428193807602, 0.24629394710063934]"
9,0,9,235.0,267.1666666666667,"[0.18453149497509003, 0.18453149497509003, 0.21164698898792267, 0.20682407915592194, 0.21246591210365295]","[0.25265470147132874, 0.10452909767627716, 0.0006690519512630999, 0.0035971018951386213, 1.6101238120569406e-09]"
10,0,10,140.0,267.1666666666667,"[0.16746312379837036, 0.16746312379837036, 0.24977296590805054, 0.16746312379837036, 0.24783766269683838]","[0.9037242531776428, 0.2200259268283844, 0.0019553948659449816, 0.24815857410430908, 4.123620601603761e-05]"
11,0,11,325.0,267.1666666666667,"[0.1873307228088379, 0.18405577540397644, 0.2209305763244629, 0.18405577540397644, 0.22362719476222992]","[0.07104812562465668, 0.35483628511428833, 0.0006472529494203627, 0.10988958179950714, 1.1143511807754081e-10]"
12,0,12,235.0,267.1666666666667,"[0.18453149497509003, 0.18453149497509003, 0.21164698898792267, 0.20682407915592194, 0.21246591210365295]","[0.25265470147132874, 0.10452909767627716, 0.0006690519512630999, 0.0035971018951386213, 1.6101238120569406e-09]"
13,0,13,220.0,267.1666666666667,"[0.18039005994796753, 0.1759718656539917, 0.22693656384944916, 0.1759718656539917, 0.24072962999343872]","[0.09259149432182312, 0.3297930955886841, 0.033677637577056885, 0.32719337940216064, 0.007205556612461805]"
14,0,14,220.0,267.1666666666667,"[0.18762406706809998, 0.20784397423267365, 0.208217591047287, 0.18762406706809998, 0.2086903303861618]","[0.13456740975379944, 4.389083187561482e-06, 0.001179523766040802, 0.1288084238767624, 1.6394322566171127e-09]"
15,0,15,235.0,267.1666666666667,"[0.18453149497509003, 0.18453149497509003, 0.21164698898792267, 0.20682407915592194, 0.21246591210365295]","[0.25265470147132874, 0.10452909767627716, 0.0006690519512630999, 0.0035971018951386213, 1.6101238120569406e-09]"
16,0,16,220.0,267.1666666666667,"[0.18039005994796753, 0.1759718656539917, 0.22693656384944916, 0.1759718656539917, 0.24072962999343872]","[0.09259149432182312, 0.3297930955886841, 0.033677637577056885, 0.32719337940216064, 0.007205556612461805]"
17,0,17,280.0,267.1666666666667,"[0.1782877892255783, 0.1782877892255783, 0.23267656564712524, 0.1782877892255783, 0.23246006667613983]","[0.2242022603750229, 0.22307786345481873, 0.0006828251061961055, 0.20076808333396912, 1.6188204554623553e-08]"
18,0,18,370.0,267.1666666666667,"[0.1929122358560562, 0.18955039978027344, 0.23577401041984558, 0.1922129988670349, 0.18955039978027344]","[0.0620039738714695, 0.23654206097126007, 0.00011326008097967133, 0.06373060494661331, 0.09868799895048141]"
19,0,19,90.0,267.1666666666667,"[0.18611332774162292, 0.19964806735515594, 0.21314223110675812, 0.18611332774162292, 0.21498312056064606]","[0.2549745440483093, 0.01941842958331108, 0.004210168495774269, 0.09028332680463791, 4.158273895882303e-06]"
20,0,20,295.0,267.1666666666667,"[0.18694168329238892, 0.18694168329238892, 0.21362373232841492, 0.19804713129997253, 0.21444576978683472]","[0.14886818826198578, 0.15123547613620758, 0.001189559930935502, 0.031094476580619812, 0.0015597755555063486]"
