,block_id,episode,reward,avg_reward,reliability,mse
0,0,0,200,261.6666666666667,"[0.19971850514411926, 0.20026440918445587, 0.20014552772045135, 0.19967913627624512, 0.20019236207008362]","[0.0013747533084824681, 7.483262010055114e-08, 1.7732530977809802e-05, 0.003920422866940498, 0.00020072433107998222]"
1,0,1,350,261.6666666666667,"[0.19864460825920105, 0.19864460825920105, 0.20167285203933716, 0.19929467141628265, 0.2017432600259781]","[0.011010351590812206, 0.016337918117642403, 0.00014106419985182583, 0.002821319969370961, 0.0004775583220180124]"
2,0,2,300,261.6666666666667,"[0.19766004383563995, 0.19834768772125244, 0.2020118087530136, 0.199729323387146, 0.202251136302948]","[0.038762032985687256, 0.008382574655115604, 0.0004261286521796137, 0.0026670978404581547, 0.0006576652522198856]"
3,0,3,200,261.6666666666667,"[0.1986958086490631, 0.19944824278354645, 0.20082120597362518, 0.19987452030181885, 0.20116020739078522]","[0.02071451209485531, 0.0029864117968827486, 0.00030662372591905296, 0.000958253163844347, 0.00026189323398284614]"
4,0,4,150,261.6666666666667,"[0.1996302306652069, 0.1996302306652069, 0.2004314661026001, 0.19985894858837128, 0.2004491239786148]","[0.004613438155502081, 0.0027775599155575037, 5.819277066620998e-05, 0.0001795267453417182, 0.0003743202250916511]"
5,0,5,200,261.6666666666667,"[0.19523315131664276, 0.20233061909675598, 0.20332780480384827, 0.19946876168251038, 0.19963961839675903]","[0.0811014473438263, 0.004078129772096872, 0.0008505911100655794, 0.0032523043919354677, 0.005547103937715292]"
6,0,6,200,261.6666666666667,"[0.19838178157806396, 0.19838178157806396, 0.20176070928573608, 0.1989777833223343, 0.2024979442358017]","[0.021714046597480774, 0.009390323422849178, 0.0007193178171291947, 0.0036911836359649897, 0.0002018244267674163]"
7,0,7,200,261.6666666666667,"[0.1986958086490631, 0.19944824278354645, 0.20082120597362518, 0.19987452030181885, 0.20116020739078522]","[0.02071451209485531, 0.0029864117968827486, 0.00030662372591905296, 0.000958253163844347, 0.00026189323398284614]"
8,0,8,200,261.6666666666667,"[0.19971850514411926, 0.20026440918445587, 0.20014552772045135, 0.19967913627624512, 0.20019236207008362]","[0.0013747533084824681, 7.483262010055114e-08, 1.7732530977809802e-05, 0.003920422866940498, 0.00020072433107998222]"
9,0,9,250,261.6666666666667,"[0.19966132938861847, 0.19966132938861847, 0.2002870887517929, 0.19999918341636658, 0.20039109885692596]","[0.003323883283883333, 0.004231226164847612, 7.027603714959696e-05, 0.00026161695132032037, 0.00020865544502157718]"
10,0,10,250,261.6666666666667,"[0.19724217057228088, 0.1995609700679779, 0.20194469392299652, 0.19870029389858246, 0.20255188643932343]","[0.044823575764894485, 0.0044274767860770226, 0.0005597180570475757, 0.004332118667662144, 0.00019418814918026328]"
11,0,11,250,261.6666666666667,"[0.19980047643184662, 0.1997746378183365, 0.200209379196167, 0.1997746378183365, 0.2004408836364746]","[0.00012562322081066668, 0.0028557623736560345, 0.00017574460071045905, 0.0003515062271617353, 0.00018744253611657768]"
12,0,12,550,261.6666666666667,"[0.19679363071918488, 0.20223914086818695, 0.20157398283481598, 0.19679363071918488, 0.2025996297597885]","[0.0370568223297596, 0.0007330213556997478, 0.0010028560645878315, 0.0205847155302763, 0.00011881729733431712]"
13,0,13,150,261.6666666666667,"[0.19904035329818726, 0.19904035329818726, 0.20082902908325195, 0.2003600299358368, 0.2007303237915039]","[0.011918535456061363, 0.005593062844127417, 2.676776773569145e-07, 5.895866252103588e-06, 0.0004111204470973462]"
14,0,14,300,261.6666666666667,"[0.18711251020431519, 0.20429727435112, 0.2065563201904297, 0.19541014730930328, 0.20662373304367065]","[0.271602600812912, 0.004326249472796917, 0.00013141952513251454, 0.009898793883621693, 0.0004218628746457398]"
15,0,15,200,261.6666666666667,"[0.19838178157806396, 0.19838178157806396, 0.20176070928573608, 0.1989777833223343, 0.2024979442358017]","[0.021714046597480774, 0.009390323422849178, 0.0007193178171291947, 0.0036911836359649897, 0.0002018244267674163]"
16,0,16,250,261.6666666666667,"[0.19980047643184662, 0.1997746378183365, 0.200209379196167, 0.1997746378183365, 0.2004408836364746]","[0.00012562322081066668, 0.0028557623736560345, 0.00017574460071045905, 0.0003515062271617353, 0.00018744253611657768]"
17,0,17,300,261.6666666666667,"[0.18711251020431519, 0.20429727435112, 0.2065563201904297, 0.19541014730930328, 0.20662373304367065]","[0.271602600812912, 0.004326249472796917, 0.00013141952513251454, 0.009898793883621693, 0.0004218628746457398]"
18,0,18,250,261.6666666666667,"[0.1988447606563568, 0.200903981924057, 0.1989077925682068, 0.19954432547092438, 0.2017991691827774]","[0.019661393016576767, 0.002100359881296754, 0.00467692082747817, 0.003087816061452031, 0.0010788184590637684]"
19,0,19,350,261.6666666666667,"[0.19980594515800476, 0.1999083012342453, 0.20040813088417053, 0.19980594515800476, 0.20007167756557465]","[0.002534649334847927, 0.0010270763887092471, 1.563074533805775e-06, 0.0018239046912640333, 0.0002313817385584116]"
20,0,20,150,261.6666666666667,"[0.1996302306652069, 0.1996302306652069, 0.2004314661026001, 0.19985894858837128, 0.2004491239786148]","[0.004613438155502081, 0.0027775599155575037, 5.819277066620998e-05, 0.0001795267453417182, 0.0003743202250916511]"
21,0,21,400,261.6666666666667,"[0.1998717188835144, 0.20019321143627167, 0.19997957348823547, 0.1998717188835144, 0.20008373260498047]","[0.0017923811683431268, 4.463570803636685e-06, 9.748721640789881e-05, 0.0005904480931349099, 0.0002982628357131034]"
22,0,22,550,261.6666666666667,"[0.19679363071918488, 0.20223914086818695, 0.20157398283481598, 0.19679363071918488, 0.2025996297597885]","[0.0370568223297596, 0.0007330213556997478, 0.0010028560645878315, 0.0205847155302763, 0.00011881729733431712]"
23,0,23,150,261.6666666666667,"[0.19904035329818726, 0.19904035329818726, 0.20082902908325195, 0.2003600299358368, 0.2007303237915039]","[0.011918535456061363, 0.005593062844127417, 2.676776773569145e-07, 5.895866252103588e-06, 0.0004111204470973462]"
24,0,24,300,261.6666666666667,"[0.18711251020431519, 0.20429727435112, 0.2065563201904297, 0.19541014730930328, 0.20662373304367065]","[0.271602600812912, 0.004326249472796917, 0.00013141952513251454, 0.009898793883621693, 0.0004218628746457398]"
25,0,25,150,261.6666666666667,"[0.19636240601539612, 0.2011653482913971, 0.20187120139598846, 0.19893498718738556, 0.20166602730751038]","[0.058505214750766754, 0.0002705775841604918, 0.00010804204066516832, 0.0022984123788774014, 0.0008796044858172536]"
26,0,26,400,261.6666666666667,"[0.19309543073177338, 0.20281200110912323, 0.20218032598495483, 0.19946996867656708, 0.20244233310222626]","[0.11988357454538345, 0.0007048705592751503, 0.0010084055829793215, 0.0015263666864484549, 0.0014251896645873785]"
27,0,27,200,261.6666666666667,"[0.19992011785507202, 0.19948193430900574, 0.2002747803926468, 0.19948193430900574, 0.2008412927389145]","[0.0027399156242609024, 0.006684839725494385, 0.0006871896330267191, 0.0027920359279960394, 0.00047200973494909704]"
28,0,28,200,261.6666666666667,"[0.19971850514411926, 0.20026440918445587, 0.20014552772045135, 0.19967913627624512, 0.20019236207008362]","[0.0013747533084824681, 7.483262010055114e-08, 1.7732530977809802e-05, 0.003920422866940498, 0.00020072433107998222]"
29,0,29,250,261.6666666666667,"[0.1988447606563568, 0.200903981924057, 0.1989077925682068, 0.19954432547092438, 0.2017991691827774]","[0.019661393016576767, 0.002100359881296754, 0.00467692082747817, 0.003087816061452031, 0.0010788184590637684]"
30,1,0,240,171.0,"[0.18747715651988983, 0.20292936265468597, 0.20175926387310028, 0.20382550358772278, 0.20400868356227875]","[0.25791966915130615, 0.002833120757713914, 0.002817911095917225, 0.000310337491100654, 0.0003814692026935518]"
31,1,1,120,171.0,"[0.19578208029270172, 0.19711202383041382, 0.20339511334896088, 0.20176222920417786, 0.20194858312606812]","[0.0705202966928482, 0.008555252104997635, 4.5325467112888873e-07, 0.0006272688042372465, 0.002668248489499092]"
32,1,2,180,171.0,"[0.1967846304178238, 0.19692513346672058, 0.20429666340351105, 0.19781360030174255, 0.2041800171136856]","[0.05437696352601051, 0.010603086091578007, 1.8902894680650206e-06, 0.008379960432648659, 0.0003896612615790218]"
33,1,3,120,171.0,"[0.1961977630853653, 0.1961977630853653, 0.20395119488239288, 0.2004372626543045, 0.203216090798378]","[0.04865647479891777, 0.02830321714282036, 1.2041390618833248e-05, 0.002725956728681922, 0.0015721730887889862]"
34,1,4,120,171.0,"[0.19713933765888214, 0.19713933765888214, 0.20465579628944397, 0.19713933765888214, 0.2039261907339096]","[0.04279572144150734, 0.015643393620848656, 1.2287664503674023e-06, 0.011137617751955986, 0.0014642300084233284]"
35,1,5,90,171.0,"[0.19255051016807556, 0.20131123065948486, 0.20774897933006287, 0.20583873987197876, 0.19255051016807556]","[0.13643787801265717, 0.007489766925573349, 0.0008365408284589648, 0.001714987913146615, 0.024911481887102127]"
36,1,6,210,171.0,"[0.19502130150794983, 0.1988692283630371, 0.2078341543674469, 0.19502130150794983, 0.20325402915477753]","[0.04102840647101402, 0.015930943191051483, 0.00021402581478469074, 0.06489101052284241, 0.007999463006854057]"
37,1,7,60,171.0,"[0.19877010583877563, 0.19877010583877563, 0.2013058066368103, 0.20017370581626892, 0.2009803205728531]","[0.014287269674241543, 0.01065325178205967, 6.673358439002186e-05, 0.0011465136194601655, 0.0010202493285760283]"
38,1,8,180,171.0,"[0.19514890015125275, 0.20155315101146698, 0.2030712366104126, 0.1983780413866043, 0.2018486112356186]","[0.08203398436307907, 0.0031106164678931236, 0.0006183120422065258, 0.005327122285962105, 0.002864060690626502]"
