,block_id,episode,reward,avg_reward,reliability,mse
0,0,0,540,689.3333333333334,"[0.16620981693267822, 0.26536768674850464, 0.16620981693267822, 0.16620981693267822, 0.2360028177499771]","[1.383898377418518, 0.06259609013795853, 0.20910318195819855, 0.42071348428726196, 0.08660814166069031]"
1,0,1,540,689.3333333333334,"[0.16620981693267822, 0.26536768674850464, 0.16620981693267822, 0.16620981693267822, 0.2360028177499771]","[1.383898377418518, 0.06259609013795853, 0.20910318195819855, 0.42071348428726196, 0.08660814166069031]"
2,0,2,550,689.3333333333334,"[0.16562005877494812, 0.16562005877494812, 0.2724553048610687, 0.17032206058502197, 0.22598253190517426]","[1.236151933670044, 0.5105142593383789, 0.049514465034008026, 0.2184465527534485, 0.1672343909740448]"
3,0,3,550,689.3333333333334,"[0.16562005877494812, 0.16562005877494812, 0.2724553048610687, 0.17032206058502197, 0.22598253190517426]","[1.236151933670044, 0.5105142593383789, 0.049514465034008026, 0.2184465527534485, 0.1672343909740448]"
4,0,4,540,689.3333333333334,"[0.16620981693267822, 0.26536768674850464, 0.16620981693267822, 0.16620981693267822, 0.2360028177499771]","[1.383898377418518, 0.06259609013795853, 0.20910318195819855, 0.42071348428726196, 0.08660814166069031]"
5,0,5,1170,689.3333333333334,"[0.1685555875301361, 0.1685555875301361, 0.25415733456611633, 0.17099589109420776, 0.2377355694770813]","[0.8789342045783997, 0.39956530928611755, 0.09746944159269333, 0.19709771871566772, 0.11314862221479416]"
6,0,6,540,689.3333333333334,"[0.16620981693267822, 0.26536768674850464, 0.16620981693267822, 0.16620981693267822, 0.2360028177499771]","[1.383898377418518, 0.06259609013795853, 0.20910318195819855, 0.42071348428726196, 0.08660814166069031]"
7,0,7,1170,689.3333333333334,"[0.1685555875301361, 0.1685555875301361, 0.25415733456611633, 0.17099589109420776, 0.2377355694770813]","[0.8789342045783997, 0.39956530928611755, 0.09746944159269333, 0.19709771871566772, 0.11314862221479416]"
8,0,8,1170,689.3333333333334,"[0.1685555875301361, 0.1685555875301361, 0.25415733456611633, 0.17099589109420776, 0.2377355694770813]","[0.8789342045783997, 0.39956530928611755, 0.09746944159269333, 0.19709771871566772, 0.11314862221479416]"
9,0,9,540,689.3333333333334,"[0.17510148882865906, 0.2381196916103363, 0.17510148882865906, 0.1969386786222458, 0.2147386223077774]","[1.1522032022476196, 0.07492702454328537, 0.2091035693883896, 0.1388203203678131, 0.09603574126958847]"
10,0,10,550,689.3333333333334,"[0.16562005877494812, 0.16562005877494812, 0.2724553048610687, 0.17032206058502197, 0.22598253190517426]","[1.236151933670044, 0.5105142593383789, 0.049514465034008026, 0.2184465527534485, 0.1672343909740448]"
11,0,11,550,689.3333333333334,"[0.16562005877494812, 0.16562005877494812, 0.2724553048610687, 0.17032206058502197, 0.22598253190517426]","[1.236151933670044, 0.5105142593383789, 0.049514465034008026, 0.2184465527534485, 0.1672343909740448]"
